hrac;https://pbs.twimg.com/profile_images/1980294624/DJT_Headshot_V2_400x400.jpg
pozadi;http://cdn-image.travelandleisure.com/sites/default/files/styles/1600x1000/public/white-house-secrets0216.jpg
zed;https://cdn.pixabay.com/photo/2012/04/24/12/54/flag-39922_960_720.png
bonus;http://iuhli.cz/wp-content/uploads/2015/11/hillary.jpg
